0.0,NaN
-0.5235987,0.08333333575221491
-1.0471975,-1.8480737811889674
-1.884955,-8.104014517244558
-2.356194,-0.20710693313262446
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08334742127906561
-1.0471975,-1.847870522775558
-1.884955,-8.105434852340737
-2.356194,-0.20707053761671976
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08336504234051356
-1.0471975,-1.848063846125906
-1.884955,-8.104022020683125
-2.356194,-0.2070940201069585
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08330163720375838
-1.0471975,-1.8480040695114917
-1.884955,-8.104229962807226
-2.356194,-0.20709072286154376
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08334741190038528
-1.0471975,-1.8477908840769481
-1.884955,-8.10565783930112
-2.356194,-0.20704141817935537
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08333333575221491
-1.0471975,-1.8480737811889674
-1.884955,-8.104014517244558
-2.356194,-0.20710693313262446
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08334742127906561
-1.0471975,-1.847870522775558
-1.884955,-8.105434852340737
-2.356194,-0.20707053761671976
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08336504234051356
-1.0471975,-1.848063846125906
-1.884955,-8.104022020683125
-2.356194,-0.2070940201069585
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08330163720375838
-1.0471975,-1.8480040695114917
-1.884955,-8.104229962807226
-2.356194,-0.20709072286154376
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08334741190038528
-1.0471975,-1.8477908840769481
-1.884955,-8.10565783930112
-2.356194,-0.20704141817935537
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08333333575221491
-1.0471975,-1.8480737811889674
-1.884955,-8.104014517244558
-2.356194,-0.20710693313262446
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08334742127906561
-1.0471975,-1.847870522775558
-1.884955,-8.105434852340737
-2.356194,-0.20707053761671976
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08336504234051356
-1.0471975,-1.848063846125906
-1.884955,-8.104022020683125
-2.356194,-0.2070940201069585
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08330163720375838
-1.0471975,-1.8480040695114917
-1.884955,-8.104229962807226
-2.356194,-0.20709072286154376
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08334741190038528
-1.0471975,-1.8477908840769481
-1.884955,-8.10565783930112
-2.356194,-0.20704141817935537
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
0.0,NaN
-0.5235987,0.08333333575221491
-1.0471975,-1.8480737811889674
-1.884955,-8.104014517244558
-2.356194,-0.20710693313262446
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
-7.3303828,-1.8480737811889674
0.0,NaN
-0.5235987,0.08334742127906561
-1.0471975,-1.847870522775558
-1.884955,-8.105434852340737
-2.356194,-0.20707053761671976
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
-7.3303828,-1.8478704581282386
0.0,NaN
-0.5235987,0.08336504234051356
-1.0471975,-1.848063846125906
-1.884955,-8.104022020683125
-2.356194,-0.2070940201069585
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
-7.3303828,-1.848063843014952
0.0,NaN
-0.5235987,0.08330163720375838
-1.0471975,-1.8480040695114917
-1.884955,-8.104229962807226
-2.356194,-0.20709072286154376
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
-7.3303828,-1.848004046515536
0.0,NaN
-0.5235987,0.08334741190038528
-1.0471975,-1.8477908840769481
-1.884955,-8.10565783930112
-2.356194,-0.20704141817935537
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
-7.3303828,-1.8477907933279287
0.0,NaN
-0.5235987,0.08333333575221491
-1.0471975,-1.8480737811889674
-1.884955,-8.104014517244558
-2.356194,-0.20710693313262446
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
-7.3303828,-1.8480737811889674
-8.16814089,-8.104014517244558
0.0,NaN
-0.5235987,0.08334742127906561
-1.0471975,-1.847870522775558
-1.884955,-8.105434852340737
-2.356194,-0.20707053761671976
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
-7.3303828,-1.8478704581282386
-8.16814089,-8.105402521591358
0.0,NaN
-0.5235987,0.08336504234051356
-1.0471975,-1.848063846125906
-1.884955,-8.104022020683125
-2.356194,-0.2070940201069585
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
-7.3303828,-1.848063843014952
-8.16814089,-8.104021849385948
0.0,NaN
-0.5235987,0.08330163720375838
-1.0471975,-1.8480040695114917
-1.884955,-8.104229962807226
-2.356194,-0.20709072286154376
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
-7.3303828,-1.848004046515536
-8.16814089,-8.104225358389478
0.0,NaN
-0.5235987,0.08334741190038528
-1.0471975,-1.8477908840769481
-1.884955,-8.10565783930112
-2.356194,-0.20704141817935537
-3.1415926,NaN
-4.712389,Infinity
-6.283185,NaN
-7.3303828,-1.8477907933279287
-8.16814089,-8.105620731179966
